learner_id,signup_date,age,city_tier,education,hours_per_week_pledged,weekly_logins_avg,assignments_submitted,forum_posts,video_watch_pct,has_mentor,device,referral_source,payment_plan,days_since_last_login,certificate_issued,final_score,notes,completed_course
L-00203,2026-01-21,17,3,High School,6.9,4.03,5,9,55.8,N,mobile,school_partner,scholarship,18,No,26.4,n/a,0
L-00461,2026-01-13,19,1,High School,11.6,1.82,2,2,75.6,TRUE,desktop,instagram,scholarship,8,FALSE,,asked about certificate,0
L-00750,2026-06-28,22,3,Bachelors,6.3,2.71,5,3,91.4,yes,mobile,friend,free,8,Yes,79.2,duplicate?  check,1
L-02763,2026-06-18,19,2,Bachelors,4.0,,0,3,0.0,Yes,mobile,instagram,scholarship,23,N,,,0
L-02366,2026-01-02,16,3,Bachelors,12.2,3.88,3,1,60.6,no,MOBILE,ngo_outreach,free,37,0,,,0
L-01746,2026-04-01,19,2,High School,5.4,2.75,2,3,35.2,FALSE,mobile,instagram,scholarship,20,no,,requested extension,0
L-01163,2026-02-26,17,Tier 2,Diploma,5.1,1.86,5,7,47.7,TRUE,laptop,youtube,free,14,No,,,0
L-02454,08-01-2026,19,2,Bachelors,9.7,0.0,0,2,37.2,FALSE,Mobile,school_partner,scholarship,18,N,,follow up next intake,0
L-01825,2026-05-27,16,1,Masters,7.9,3.78,4,4,63.6,yes,tablet,other,paid,26,N,,duplicate?  check,0
L-00536,11/02/2026,19,1,High-School,8.5,2.69,2,0,46.5,yes,laptop,school_partner,paid,7,TRUE,81.7,,1
L-01238,2026-05-01,26,2,high school,1.7,5.07,4,3,56.2,0,Desktop,instagram,free,5,No,,,0
L-00600,2026-05-26,23,1,Other,2.6,6.5,10,9,100.0,0,mobile,youtube,free,21,TRUE,59.8,,1
L-00161,2026-01-26,16,tier-2,High School,14.4,4.83,4,2,56.3,no,mobile,instagram,paid,22,Y,66.0,,1
L-02576,14/01/2026,18,1,Bachelors,8.5,3.64,2,1,19.2,Yes,laptop,ngo_outreach,scholarship,31,no,42.3,,0
L-02544,08-04-2026,21,2,bachelor degree,11.7,4.49,7,6,,N,mobile,instagram,free,21,Y,70.2,asked about certificate,1
L-02596,22-06-2026,30,2,Bachelors,3.0,0.0,0,2,6.3,Yes,mobile,instagram,free,32,0,,called on phone,0
L-01329,17-06-2026,21,Tier 1,High School,10.6,6.12,8,8,86.1,TRUE,mobile,youtube,scholarship,16,0,38.6,,0
L-01797,2026-02-07,16,2,Bachelors,10.9,2.56,6,3,46.1,No,mobile,friend,free,5,Yes,86.3,n/a,1
L-00290,2026-04-02,29,2,DIPLOMA,7.3,,2,1,12.8,No,mobile,friend,free,15,Y,66.9,,1
L-00235,06-04-2026,24,2,,6.7,5.91,8,6,76.5,1,MOBILE,instagram,scholarship,23,yes,85.7,follow up next intake,1
L-01882,2026-01-04,22,1,Diploma,5.7,7.0,10,7,71.4,N,mobile,school_partner,paid,4,Yes,73.7,called on phone,1
L-01511,2026-01-05,28,2,Diploma,13.3,4.41,5,1,,Yes,Laptop,instagram,paid,13,no,,,0
L-02202,2026-05-13,,2,High School,6.0,3.3,3,2,22.7,N,laptop,school_partner,free,1,Y,77.1,,1
L-00974,18/05/2026,24,T2,Bachelors,7.7,3.29,0,6,,No,mobile,other,paid,7,FALSE,,,0
L-00248,2026-02-14,26,2,Bachelors,11.2,1.3,0,1,22.0,No,laptop,other,free,35,no,38.9,,0
L-01610,2026-01-17,22,1,Masters,6.1,4.93,6,7,100.0,0,mobile,school_partner,paid,17,Y,80.1,duplicate?  check,1
L-00422,22-03-2026,22,Tier 1,High School,9.1,2.21,2,1,41.1,yes,mobile,school_partner,paid,35,no,,requested extension,0
L-02691,2026-04-04,29,3,Bachelors,10.8,2.18,6,1,35.2,No,Desktop,instagram,free,11,No,46.0,,0
L-00547,02/01/2026,19,3,,6.7,4.43,2,2,47.0,No,laptop,other,scholarship,14,TRUE,89.1,,1
L-00379,2026-05-04,23,1,Other,1.0,1.67,4,3,57.1,Yes,laptop,ngo_outreach,free,17,TRUE,75.3,,1
L-00553,2026-01-09,24,T3,High School,9.8,2.86,5,7,,TRUE,mobile,school_partner,paid,22,Yes,68.0,,1
L-01200,05-06-2026,24,2,Diploma,1.0,2.4,10,1,95.7,FALSE,mobile,friend,free,6,Yes,84.9,,1
L-01360,2026-05-14,24,3,High School,7.2,5.89,3,1,58.7,0,laptop,youtube,free,31,0,,called on phone,0
L-00104,22-01-2026,17,2,Masters,2.4,2.82,2,1,43.1,yes,mobile,youtube,paid,12,FALSE,,called on phone,0
L-00598,28-03-2026,19,3,Diploma,5.5,5.32,6,1,49.1,No,notebook,ngo_outreach,free,15,TRUE,67.8,n/a,1
L-00623,2026-06-28,22,1,Bachelors,9.3,3.37,3,4,62.0,Yes,mobile,instagram,scholarship,10,FALSE,,,0
L-02773,2026-04-01,20,1,Bachelors,,3.85,7,6,48.2,yes,mobile,school_partner,scholarship,24,FALSE,,,0
L-00400,2026-03-25,26,2,Diploma,2.3,4.88,6,0,60.9,No,mobile,ngo_outreach,free,21,yes,81.0,requested extension,1
L-00528,2026-01-15,19,2,Bachelors,9.9,1.79,2,0,39.1,N,mobile,school_partner,scholarship,51,0,32.5,asked about certificate,0
L-01036,25-06-2026,15,1,Bachelors,4.8,2.59,0,8,11.7,FALSE,mobile,school_partner,free,16,0,,duplicate?  check,0
L-01331,14/04/2026,15,3,Bachelors,4.5,1.1,1,4,14.3,FALSE,mobile,friend,paid,28,no,,-,0
L-01986,11/04/2026,18,1,Diploma,4.8,4.21,1,2,,N,laptop,school_partner,free,31,No,,,0
L-00947,2026-03-03,22,Tier 1,B.Tech,9.2,7.0,4,1,71.1,no,desktop,school_partner,scholarship,0,yes,88.7,duplicate?  check,1
L-00828,14-02-2026,21,1,High School,7.0,2.63,7,2,48.2,N,Mobile,instagram,free,15,N,,,0
L-01999,2026-04-05,20,2,Diploma,7.8,1.9,4,1,5.7,No,MOBILE,instagram,free,26,FALSE,,,0
L-00996,2026-06-17,22,3,Bachelors,1.0,2.2,3,0,15.4,no,MOBILE,school_partner,paid,16,no,,,0
L-01061,2026-05-16,15,tier-1,Bachelors,6.6,3.28,6,4,78.5,TRUE,Mobile,school_partner,paid,6,1,84.6,follow up next intake,1
L-01613,2026-02-25,22,T2,Bachelors,,4.43,4,1,33.2,Y,mobile,youtube,free,22,No,,n/a,0
L-00703,13-05-2026,22,2,Other,10.8,2.71,2,0,8.5,no,tablet,school_partner,free,24,N,,,0
L-00029,10-05-2026,23,2,high school,10.5,6.69,6,8,47.8,N,mobile,friend,free,11,yes,61.9,,1
L-00712,2026-04-09,16,3,Diploma,7.2,2.88,6,3,,Y,phone,school_partner,paid,1,1,84.1,-,1
L-00985,2026-02-13,18,2,High School,11.2,2.55,5,3,33.8,Yes,mobile,school_partner,scholarship,30,N,35.6,n/a,0
L-02107,2026-01-26,15,3,Other,11.7,1.88,9,7,68.9,N,Laptop,instagram,scholarship,16,TRUE,59.4,-,1
L-02374,06/03/2026,18,2,Diploma,13.1,3.87,5,1,42.8,Yes,mobile,ngo_outreach,paid,18,TRUE,63.4,asked about certificate,1
L-00891,2026-02-17,15,3,Diploma,5.3,2.75,0,0,17.8,Yes,laptop,school_partner,free,17,No,,,0
L-00755,2026-06-07,19,1,Master's,9.5,2.6,5,1,36.6,0,mobile,school_partner,scholarship,16,FALSE,26.1,called on phone,0
L-02733,24/03/2026,29,2,Diploma,5.0,3.14,5,2,80.4,,laptop,youtube,scholarship,13,yes,62.1,,1
L-00606,2026-06-23,25,1,High School,6.2,2.67,0,0,28.0,N,laptop,friend,free,30,FALSE,,follow up next intake,0
L-00652,2026-02-22,19,Tier 1,High School,6.8,,0,0,0.0,No,laptop,school_partner,scholarship,41,N,,requested extension,0
L-00724,2026-06-01,27,1,Diploma,8.5,3.83,5,0,54.0,N,MOBILE,friend,free,15,Yes,78.4,,1
L-01055,2026-06-10,23,1,Masters,5.9,1.72,2,1,44.9,TRUE,mobile,school_partner,scholarship,5,Yes,76.0,called on phone,1
L-00328,2026-05-16,16,T1,Diploma,4.5,2.32,3,1,60.3,yes,mobile,youtube,scholarship,6,N,,,0
L-02765,2026-03-15,25,1,High-School,12.9,4.99,10,9,38.5,FALSE,Desktop,school_partner,paid,5,Yes,74.7,follow up next intake,1
L-00805,2026-05-23,16,1,Bachelors,8.5,1.67,3,1,58.3,0,MOBILE,school_partner,free,35,FALSE,,,0
L-00129,27-03-2026,,2,High School,10.5,3.75,5,6,43.9,N,phone,friend,paid,20,no,,,0
L-02257,2026-03-20,21,2,Bachelor's,5.3,4.96,4,0,85.5,,laptop,instagram,scholarship,3,TRUE,75.2,follow up next intake,1
L-00790,2026-02-27,23,Tier 2,B.Tech,11.6,5.41,5,1,100.0,Yes,MOBILE,youtube,free,2,Y,74.7,n/a,1
L-00435,2026-04-28,28,1,High School,4.1,2.03,0,1,54.3,FALSE,Tablet,ngo_outreach,paid,23,FALSE,49.9,,0
L-00877,20/05/2026,22,1,Diploma,6.2,0.6,0,2,66.2,N,mobile,instagram,free,15,N,,called on phone,0
L-00366,2026-06-12,20,2,High School,3.6,2.34,0,3,36.9,no,mobile,friend,free,21,N,,,0
L-02484,2026-04-27,15,1,High School,4.7,3.28,3,2,77.7,1,mobile,school_partner,paid,0,1,86.0,follow up next intake,1
L-02358,2026-03-02,18,3,Bachelors,5.8,3.18,7,2,64.9,no,tablet,friend,paid,39,TRUE,68.2,n/a,1
L-02299,2026-02-18,19,1,bachelor degree,6.6,0.0,0,2,34.2,no,laptop,school_partner,free,17,TRUE,,asked about certificate,0
L-01410,2026-04-12,26,3,Diploma,5.1,5.7,5,5,50.1,0,laptop,friend,free,19,No,,,0
L-02476,2026-05-14,24,2,Diploma,1.5,2.6,0,6,42.9,Yes,tablet,school_partner,free,19,Y,72.1,requested extension,1
L-00431,12-03-2026,16,2,Bachelors,8.0,2.97,1,3,66.8,1,mobile,youtube,scholarship,26,FALSE,,,0
L-01549,2026-05-28,15,3,High School,2.6,,1,2,26.4,TRUE,laptop,other,paid,19,no,,asked about certificate,0
L-00704,2026-03-15,25,2,Bachelors,5.4,4.3,5,2,71.4,Yes,desktop,friend,scholarship,23,Yes,86.4,,1
L-00831,2026-01-05,16,Tier 3,Diploma,6.8,,3,1,0.2,,mobile,other,scholarship,21,no,29.1,requested extension,0
L-00897,2026-04-24,23,Tier 1,High School,9.7,3.77,7,3,,N,mobile,youtube,free,6,FALSE,51.9,asked about certificate,0
L-02523,2026-05-25,0,2,Bachelors,2.8,4.03,5,3,38.1,no,MOBILE,youtube,free,26,no,53.2,asked about certificate,0
L-02077,2026-06-11,15,3,High School,8.3,3.94,4,0,18.0,No,Mobile,friend,free,0,N,53.7,,0
L-00252,2026-06-11,24,3,Diploma,10.5,2.4,6,1,33.1,FALSE,mobile,instagram,scholarship,26,TRUE,76.7,-,1
L-00320,2026-01-01,26,1,Diploma,1.0,0.29,1,3,37.1,FALSE,laptop,instagram,free,28,FALSE,,called on phone,0
L-01178,2026-06-07,24,1,Bachelors,5.7,2.21,4,2,53.9,TRUE,mobile,school_partner,free,17,FALSE,,,0
L-02137,2026-04-01,17,1,Masters,11.2,3.71,6,1,65.8,N,laptop,school_partner,paid,17,No,,duplicate?  check,0
L-01848,2026-01-27,16,1,Diploma,4.3,3.08,3,8,54.2,Y,desktop,ngo_outreach,free,16,Y,84.5,asked about certificate,1
L-02055,05/06/2026,25,2,High School,12.7,2.73,2,3,38.6,,phone,ngo_outreach,paid,5,Y,89.2,-,1
L-02291,2026-06-01,31,tier-1,OTHER,5.0,,1,8,85.8,0,phone,instagram,paid,22,no,,,0
L-02097,2026-05-15,24,3,bachelor degree,5.3,0.0,0,1,,1,mobile,instagram,free,7,No,,,0
L-02019,2026-03-05,24,1,High School,10.5,5.48,9,6,81.3,N,mobile,school_partner,scholarship,3,Yes,90.7,requested extension,1
L-00244,2026-05-08,27,1,B.Tech,5.5,1.23,2,0,23.9,No,mobile,friend,scholarship,26,N,,,0
L-02342,2026-06-12,26,1,DIPLOMA,6.8,4.06,5,4,66.5,1,laptop,ngo_outreach,paid,3,Y,80.7,asked about certificate,1
L-00467,10-04-2026,26,1,High School,5.2,1.58,3,0,12.1,1,notebook,friend,scholarship,20,yes,98.2,,1
L-00727,2026-04-03,15,Tier 2,Diploma,7.4,2.63,2,2,0.0,No,laptop,instagram,free,33,No,,n/a,0
L-02728,04-02-2026,21,1,Bachelors,2.2,2.44,1,1,,1,laptop,friend,free,15,yes,72.0,asked about certificate,1
L-02463,19-06-2026,19,Tier 2,High School,8.8,3.79,4,2,92.1,0,mobile,youtube,scholarship,1,Y,79.0,duplicate?  check,1
L-01313,2026-01-09,15,2,Diploma,6.4,4.6,4,0,45.0,N,desktop,friend,free,26,FALSE,,duplicate?  check,0
L-00922,2026-01-16,22,3,Bachelors,2.4,3.21,4,3,40.2,no,MOBILE,youtube,paid,18,No,,,0
L-02061,2026-03-18,24,2,High School,7.4,2.32,3,1,0.0,Y,mobile,school_partner,free,30,N,,called on phone,0
L-02488,23/03/2026,24,2,High School,8.7,3.28,4,2,51.9,TRUE,laptop,instagram,scholarship,12,yes,73.7,asked about certificate,1
L-02423,2026-03-15,25,1,HS,8.6,4.21,8,0,99.3,yes,tablet,instagram,scholarship,6,yes,71.5,called on phone,1
L-00398,27-05-2026,21,1,Diploma,,5.73,4,1,61.1,1,laptop,school_partner,scholarship,5,Y,68.5,,1
L-02542,13/06/2026,28,tier-2,Other,,1.72,6,3,35.0,1,laptop,friend,paid,43,N,,,0
L-01234,2026-05-18,26,3,diploma,1.6,5.1,6,4,76.2,FALSE,mobile,ngo_outreach,scholarship,10,Y,76.2,n/a,1
L-02011,2026-05-04,21,3,High School,9.4,4.68,8,10,89.0,N,mobile,friend,free,7,yes,81.9,,1
L-01476,2026-03-20,18,T2,Bachelors,5.9,0.83,6,3,55.7,no,mobile,instagram,free,11,Yes,89.7,follow up next intake,1
L-01721,2026-03-27,300,2,Masters,12.3,1.62,4,2,78.0,1,mobile,youtube,scholarship,25,1,61.9,duplicate?  check,1
L-00843,16/02/2026,,1,bachelors,10.4,3.66,6,2,41.9,Yes,desktop,instagram,free,23,Yes,79.3,,1
L-01712,2026-02-13,20,1,Diploma,10.3,3.16,2,3,48.7,Yes,MOBILE,instagram,scholarship,13,Yes,75.8,,1
L-01597,23-02-2026,24,3,Bachelors,8.5,5.08,3,3,26.6,0,desktop,instagram,paid,22,0,39.7,,0
L-00386,2026-05-19,15,1,High School,5.9,2.83,8,1,36.1,FALSE,mobile,friend,free,24,yes,84.7,duplicate?  check,1
L-00616,19/03/2026,0,2,Other,4.7,3.69,2,1,44.8,FALSE,laptop,instagram,paid,2,TRUE,79.1,,1
L-00807,17/01/2026,26,1,High-School,7.4,2.12,4,7,76.1,TRUE,laptop,youtube,scholarship,6,Y,50.5,,1
L-00323,2026-06-14,21,3,Bachelors,11.8,0.24,5,6,54.1,FALSE,mobile,school_partner,free,22,FALSE,,,0
L-02757,2026-01-20,21,2,Bachelors,2.0,1.89,2,5,56.5,Yes,mobile,friend,paid,36,Yes,63.5,,1
L-00147,2026-01-20,17,tier-3,Diploma,8.4,1.73,0,3,2.6,1,Laptop,youtube,paid,32,FALSE,,called on phone,0
L-01978,27-04-2026,19,2,,8.9,4.31,5,8,47.5,N,desktop,instagram,free,40,0,,duplicate?  check,0
L-00020,2026-06-26,23,T2,High School,10.5,2.24,4,0,33.4,Yes,mobile,ngo_outreach,scholarship,43,no,,follow up next intake,0
L-00475,26-05-2026,24,2,Bachelors,9.2,3.38,5,8,50.0,FALSE,Mobile,friend,scholarship,4,Yes,65.8,-,1
L-00515,2026-05-05,20,3,bachelor degree,6.0,5.45,3,4,33.4,no,laptop,instagram,scholarship,20,No,35.4,duplicate?  check,0
L-00125,2026-05-16,18,3,High School,6.1,4.51,6,2,99.9,Yes,Laptop,ngo_outreach,free,0,yes,74.9,,1
L-00056,2026-05-13,22,1,Other,9.7,0.5,3,1,10.8,TRUE,laptop,school_partner,scholarship,20,No,,,0
L-01733,04/04/2026,21,3,Diploma,10.2,4.65,5,3,57.5,No,mobile,youtube,free,11,0,39.8,-,0
L-00836,2026-05-14,17,1,B.Tech,9.8,4.01,6,5,45.1,no,Desktop,instagram,paid,20,yes,68.4,,1
L-00262,2026-01-21,18,T1,B.Tech,9.2,4.24,7,6,77.7,TRUE,Desktop,instagram,free,7,Yes,78.0,,1
L-02283,2026-05-16,26,2,Bachelors,9.8,1.91,0,1,,Y,mobile,friend,free,28,No,51.6,asked about certificate,0
L-01254,2026-01-04,21,1,,7.2,2.37,0,1,44.6,0,mobile,school_partner,scholarship,36,0,34.7,,0
L-02659,2026-01-28,25,3,Diploma,3.1,2.87,0,3,83.3,N,mobile,school_partner,scholarship,3,FALSE,,asked about certificate,0
L-01104,2026-04-10,25,1,B.Tech,2.1,1.4,3,1,49.0,No,Mobile,school_partner,scholarship,19,No,,,0
L-00819,2026-02-27,20,Tier 2,other,9.7,5.34,8,0,44.1,FALSE,laptop,friend,free,14,No,,asked about certificate,0
L-01638,2026-02-21,21,3,Bachelors,7.6,3.74,3,2,28.1,N,laptop,friend,scholarship,3,FALSE,,,0
L-02770,11/02/2026,23,3,diploma,7.2,3.6,4,5,100.0,no,mobile,instagram,free,26,N,,follow up next intake,0
L-01427,2026-04-06,19,3,B.Tech,3.1,4.75,8,8,63.0,N,MOBILE,youtube,scholarship,7,Yes,81.1,n/a,1
L-02619,2026-05-27,,1,B.Tech,9.4,4.82,6,2,53.0,N,desktop,school_partner,paid,14,1,72.7,asked about certificate,1
L-00468,2026-03-23,24,1,Diploma,7.5,1.95,8,4,72.2,1,mobile,instagram,scholarship,21,FALSE,,requested extension,0
L-02768,15/04/2026,26,3,bachelor degree,4.6,1.94,1,5,66.7,no,mobile,school_partner,free,22,N,,requested extension,0
L-01759,2026-06-28,15,2,High School,10.4,2.74,7,10,67.6,N,laptop,school_partner,free,10,no,,,0
L-02336,2026-01-19,19,2,bachelors,5.7,3.86,3,4,39.1,FALSE,desktop,youtube,free,29,yes,94.8,follow up next intake,1
L-02743,07-06-2026,25,tier-1,Bachelors,14.4,3.67,5,5,70.1,No,notebook,youtube,paid,18,1,78.9,-,1
L-01950,2026-01-07,25,1,High School,5.7,1.05,6,3,20.7,no,mobile,ngo_outreach,paid,21,1,72.8,-,1
L-00647,2026-05-19,23,3,HS,2.0,1.42,1,5,26.8,N,desktop,school_partner,free,29,FALSE,,-,0
L-00204,2026-04-04,16,2,bachelor degree,3.3,3.23,4,2,17.5,no,laptop,school_partner,scholarship,29,TRUE,76.3,,1
L-00986,15/06/2026,24,3,Bachelors,,0.56,0,5,31.7,1,Desktop,friend,paid,36,FALSE,,follow up next intake,0
L-01378,2026-02-22,25,2,Master's,2.8,,4,3,0.0,N,mobile,instagram,paid,14,1,78.9,,1
L-00749,2026-06-13,17,2,Bachelors,8.5,1.96,1,0,22.8,Yes,PC,school_partner,paid,44,N,,requested extension,0
L-01479,2026-04-06,22,3,High School,10.2,5.12,7,0,56.7,No,laptop,other,paid,0,yes,67.1,called on phone,1
L-02207,2026-04-26,21,Tier 2,Bachelors,10.0,0.0,4,0,4.1,FALSE,phone,youtube,free,35,0,,,0
L-01866,2026-03-08,,1,High School,5.0,4.51,0,1,30.3,yes,mobile,instagram,paid,11,1,74.1,duplicate?  check,1
L-01739,27/01/2026,21,3,Diploma,3.5,3.24,3,6,51.2,FALSE,phone,instagram,free,18,No,,n/a,0
L-01439,2026-06-28,,1,DIPLOMA,5.1,1.66,3,2,66.7,0,tablet,instagram,scholarship,18,Yes,79.9,follow up next intake,1
L-00263,2026-04-11,27,1,Masters,1.0,3.39,4,2,53.7,1,phone,youtube,free,21,Yes,80.3,,1
L-02052,09-03-2026,20,3,highschool,6.1,2.87,2,5,54.2,0,mobile,friend,free,21,0,,duplicate?  check,0
L-01606,2026-04-16,24,Tier 1,bachelors,9.4,3.22,5,5,51.4,,mobile,school_partner,free,18,N,66.2,asked about certificate,1
L-01861,2026-03-25,20,3,Bachelors,6.5,2.95,6,0,68.3,FALSE,mobile,friend,paid,6,Y,82.3,duplicate?  check,1
L-00090,2026-05-20,300,2,High School,,4.19,5,5,46.4,0,mobile,instagram,scholarship,6,Y,76.2,,1
L-02211,23/02/2026,25,3,Bachelors,3.5,2.4,4,0,15.5,Yes,laptop,school_partner,scholarship,11,TRUE,87.1,,1
L-01252,05-03-2026,26,1,Masters,10.1,2.76,5,4,74.7,0,mobile,school_partner,free,10,FALSE,,duplicate?  check,0
L-01105,2026-02-18,20,2,Bachelors,4.2,2.77,9,0,86.6,N,phone,school_partner,free,19,TRUE,83.8,,1
L-01173,27-02-2026,23,,diploma,6.0,1.4,0,1,31.2,TRUE,laptop,instagram,scholarship,17,No,,asked about certificate,0
L-00443,2026-01-28,17,2,,2.8,4.39,1,1,60.9,no,mobile,youtube,paid,22,FALSE,,asked about certificate,0
L-00503,2026-06-07,-3,T1,High School,7.2,6.34,9,1,76.3,no,mobile,ngo_outreach,paid,19,1,82.2,asked about certificate,1
L-01411,20-03-2026,28,T2,Diploma,5.0,4.81,5,0,73.1,0,desktop,ngo_outreach,free,37,yes,78.4,n/a,1
L-00146,28/04/2026,17,2,bachelors,3.4,0.58,5,6,34.9,yes,mobile,school_partner,free,5,0,,follow up next intake,0
L-02192,02-05-2026,22,3,Master's,12.5,1.0,4,1,16.9,Yes,mobile,youtube,free,0,FALSE,,asked about certificate,0
L-00706,23-02-2026,20,1,highschool,5.2,2.52,9,3,73.5,Y,mobile,instagram,scholarship,7,Y,74.2,called on phone,1
L-02250,2026-05-02,21,3,High School,5.2,3.54,4,2,25.8,Y,Laptop,friend,paid,3,TRUE,78.3,duplicate?  check,1
L-02503,11/06/2026,22,2,Masters,3.6,3.16,0,6,51.9,FALSE,mobile,youtube,free,45,FALSE,,,0
L-01128,14-02-2026,300,Tier 3,Masters,8.0,3.42,4,3,81.1,No,laptop,school_partner,free,2,1,63.7,,1
L-01434,2026-03-25,20,2,High School,7.7,2.71,5,1,47.2,FALSE,mobile,instagram,paid,19,no,,,0
L-01854,2026-01-02,17,3,High School,4.8,1.5,2,5,39.9,1,mobile,youtube,scholarship,16,Y,87.8,,1
L-01243,2026-02-06,22,Tier 1,Diploma,9.0,2.12,2,4,64.2,No,laptop,instagram,paid,23,No,,,0
L-02096,2026-02-19,19,2,Bachelors,3.1,1.4,1,0,,no,PC,instagram,paid,21,yes,,follow up next intake,0
L-01647,2026-02-17,19,2,Diploma,4.4,5.21,2,2,5.4,Y,mobile,friend,scholarship,17,0,,,0
L-00769,02-04-2026,26,1,Bachelors,8.6,2.72,4,2,49.1,0,tablet,school_partner,scholarship,2,yes,88.5,asked about certificate,1
L-00797,2026-03-01,26,,High School,8.4,2.35,2,4,29.1,no,mobile,youtube,free,30,0,,,0
L-00556,2026-01-02,21,Tier 2,High School,5.2,4.76,0,1,24.0,1,mobile,school_partner,free,11,no,,,0
L-00453,13/02/2026,,3,High School,12.9,4.93,7,2,70.3,No,mobile,youtube,paid,2,1,81.6,,1
L-00558,19/04/2026,22,1,bachelor degree,8.3,4.66,8,9,93.4,1,mobile,school_partner,free,20,no,,requested extension,0
L-01926,2026-04-07,28,2,Bachelors,9.8,4.43,2,2,50.0,Yes,Mobile,friend,free,8,0,,,0
L-02083,2026-05-18,28,Tier 3,Bachelors,6.7,2.04,4,3,70.4,N,mobile,youtube,free,26,FALSE,,-,0
L-02600,2026-01-27,26,3,Bachelors,5.5,4.71,4,4,42.6,FALSE,desktop,youtube,scholarship,4,FALSE,,,0
L-02637,02-04-2026,21,3,Bachelors,1.0,0.07,0,1,0.0,,mobile,friend,paid,26,FALSE,,requested extension,0
L-00789,07/02/2026,27,3,Diploma,11.9,1.99,4,1,,No,Tablet,ngo_outreach,scholarship,20,yes,100,called on phone,1
L-01251,04/02/2026,24,1,Diploma,1.5,0.65,3,4,70.3,1,mobile,instagram,paid,19,N,,called on phone,0
L-01843,2026-02-15,21,2,Bachelors,8.1,2.45,4,8,26.8,no,mobile,school_partner,free,5,N,,,0
L-01404,2026-02-18,16,1,,11.9,5.22,6,4,23.6,No,desktop,instagram,free,10,no,37.8,-,0
L-01112,06/03/2026,22,3,high school,5.1,1.21,6,4,48.3,1,mobile,ngo_outreach,paid,26,0,,,0
L-02597,2026-02-22,15,2,diploma,11.5,,4,3,,Yes,laptop,ngo_outreach,scholarship,3,Yes,90.9,,1
L-01836,2026-02-04,24,1,Bachelors,9.3,5.04,10,6,72.6,1,mobile,friend,paid,12,yes,83.7,,1
L-01996,2026-05-19,25,1,Bachelors,12.0,1.67,0,3,43.2,1,desktop,instagram,free,20,no,,asked about certificate,0
L-01555,2026-06-14,24,1,High School,1.7,0.0,1,4,23.2,No,MOBILE,youtube,free,42,0,,,0
L-01210,2026-06-26,28,T2,bachelors,3.2,2.73,1,0,30.1,no,mobile,instagram,scholarship,43,no,,,0
L-02153,2026-06-17,19,1,,5.1,2.62,3,1,49.2,no,notebook,friend,free,7,1,75.7,-,1
L-02421,2026-03-23,26,1,Masters,6.1,2.42,6,2,42.5,1,mobile,instagram,paid,21,FALSE,,,0
L-00259,25/02/2026,28,2,Bachelors,6.0,1.61,4,2,16.9,TRUE,phone,instagram,free,34,N,61.3,-,0
L-00041,2026-01-09,19,1,High School,4.6,2.74,1,4,34.3,No,mobile,instagram,scholarship,16,N,,,0
L-02310,2026-04-25,23,2,highschool,5.2,3.16,8,7,63.7,FALSE,laptop,ngo_outreach,paid,30,yes,79.7,requested extension,1
L-00852,2026-03-04,21,3,High School,1.5,0.43,3,3,46.4,0,laptop,instagram,free,23,0,23.9,n/a,0
L-00567,2026-02-21,15,2,Masters,3.0,4.26,4,4,105.7,yes,mobile,ngo_outreach,paid,13,yes,,,0
L-02242,2026-03-12,,2,Diploma,12.0,4.18,4,2,37.2,TRUE,Mobile,instagram,scholarship,26,TRUE,81.2,,1
L-00645,2026-06-06,26,1,Bachelors,,2.25,2,1,23.7,no,Tablet,friend,free,17,FALSE,,requested extension,0
L-01614,2026-05-19,18,,DIPLOMA,5.1,3.57,0,7,40.8,FALSE,mobile,instagram,scholarship,17,FALSE,,called on phone,0
L-00555,04-05-2026,27,,diploma,4.4,4.35,8,5,69.5,No,mobile,youtube,paid,3,TRUE,65.1,,1
L-00628,2026-03-20,20,3,Diploma,9.4,3.23,5,1,46.5,0,notebook,instagram,scholarship,2,0,,duplicate?  check,0
L-01467,27-05-2026,28,Tier 2,Bachelors,13.6,2.89,6,1,63.5,N,Mobile,ngo_outreach,free,3,TRUE,66.3,requested extension,
L-00348,2026-03-02,22,2,Bachelors,5.9,3.42,4,6,78.8,N,desktop,friend,free,4,TRUE,85.6,duplicate?  check,1
L-02317,01-05-2026,23,2,Bachelors,7.5,6.0,5,4,53.5,Yes,Laptop,instagram,free,23,TRUE,68.0,requested extension,1
L-01006,2026-04-22,20,3,High School,11.6,3.16,3,3,69.0,TRUE,laptop,friend,scholarship,27,0,,called on phone,0
L-02036,2026-06-26,,1,Bachelors,1.0,4.52,5,3,101.9,no,tablet,school_partner,paid,20,no,43.2,,0
L-01239,2026-02-22,17,1,Masters,11.8,3.45,4,4,92.7,N,MOBILE,school_partner,free,2,N,,-,0
L-00759,04-06-2026,18,1,Bachelors,,0.35,0,4,34.1,FALSE,mobile,instagram,scholarship,37,FALSE,,asked about certificate,0
L-02058,2026-03-17,24,2,Bachelor's,1.0,1.73,0,1,19.2,no,Mobile,instagram,free,29,FALSE,,asked about certificate,0
L-02379,2026-06-07,26,1,M.Sc,1.0,1.24,0,1,0.0,1,mobile,friend,scholarship,19,0,,,0
